ndoctors,nclinic_doctors,n_cdh_doctors,region,year,category
19.25,6,1,Закарпатська,2010,нефрологи
17,3.75,0.5,Запорізька,2010,нефрологи
29.5,8.5,11.75,Івано-Франківська,2010,нефрологи
20.75,3.75,1,Київська,2010,нефрологи
5,1.25,0,Кіровоградська,2010,нефрологи
19.25,5.5,0,Луганська,2010,нефрологи
22.25,4.75,0,Львівська,2010,нефрологи
16,2.25,0,Миколаївська,2010,нефрологи
30.5,5.25,0,Одеська,2010,нефрологи
24.75,4,0.75,Полтавська,2010,нефрологи
8,3.5,0,Рівненська,2010,нефрологи
16.5,2.5,0.5,Сумська,2010,нефрологи
13.25,0.5,0,Тернопільська,2010,нефрологи
25.75,4.75,0,Харківська,2010,нефрологи
10.25,2.5,0,Херсонська,2010,нефрологи
19,5,0.5,Хмельницька,2010,нефрологи
8.75,1.25,0,Черкаська,2010,нефрологи
13.5,3.5,0,Чернівецька,2010,нефрологи
10.5,2.75,0,Чернігівська,2010,нефрологи
46.5,10.25,0,м.Київ,2010,нефрологи
7.75,3,0,м.Севастополь,2010,нефрологи
5.25,2.5,0,Автономна pеспубліка Крим,2010,в т.ч. нефрологи дитячі
5,3,0,Вінницька,2010,в т.ч. нефрологи дитячі
2.5,1,0,Волинська,2010,в т.ч. нефрологи дитячі
13.5,6.25,0,Дніпропетровська,2010,в т.ч. нефрологи дитячі
5.25,1,0,Донецька,2010,в т.ч. нефрологи дитячі
1.25,1.25,0.5,Житомирська,2010,в т.ч. нефрологи дитячі
0.75,0.75,0,Закарпатська,2010,в т.ч. нефрологи дитячі
4.25,2.25,0,Запорізька,2010,в т.ч. нефрологи дитячі
4.25,1.25,0,Івано-Франківська,2010,в т.ч. нефрологи дитячі
5.25,2.5,0,Київська,2010,в т.ч. нефрологи дитячі
1.5,0.75,0,Кіровоградська,2010,в т.ч. нефрологи дитячі
6.75,3,0,Луганська,2010,в т.ч. нефрологи дитячі
7.75,2.75,0,Львівська,2010,в т.ч. нефрологи дитячі
2.75,1.25,0,Миколаївська,2010,в т.ч. нефрологи дитячі
6.75,3,0,Одеська,2010,в т.ч. нефрологи дитячі
4.75,1.5,0,Полтавська,2010,в т.ч. нефрологи дитячі
2.5,1.5,0,Рівненська,2010,в т.ч. нефрологи дитячі
3,0.5,0,Сумська,2010,в т.ч. нефрологи дитячі
1,0,0,Тернопільська,2010,в т.ч. нефрологи дитячі
8.5,1,0,Харківська,2010,в т.ч. нефрологи дитячі
4.25,1.5,0,Херсонська,2010,в т.ч. нефрологи дитячі
4.25,1.75,0,Хмельницька,2010,в т.ч. нефрологи дитячі
1.5,0.5,0,Черкаська,2010,в т.ч. нефрологи дитячі
4,1.5,0,Чернівецька,2010,в т.ч. нефрологи дитячі
3,2,0,Чернігівська,2010,в т.ч. нефрологи дитячі
17.75,4.5,0,м.Київ,2010,в т.ч. нефрологи дитячі
3,2,0,м.Севастополь,2010,в т.ч. нефрологи дитячі
69.75,51.75,13.75,Автономна pеспубліка Крим,2010,ендокринологи
56.75,48.75,27.5,Вінницька,2010,ендокринологи
39.25,29.75,13.75,Волинська,2010,ендокринологи
128.5,92,18,Дніпропетровська,2010,ендокринологи
154.5,118.5,17.25,Донецька,2010,ендокринологи
54.5,44.75,22.5,Житомирська,2010,ендокринологи
33.25,26.25,7.25,Закарпатська,2010,ендокринологи
80,55.5,15.5,Запорізька,2010,ендокринологи
50.25,37.25,20,Івано-Франківська,2010,ендокринологи
72.25,53,31,Київська,2010,ендокринологи
29.25,21,9.5,Кіровоградська,2010,ендокринологи
74.75,62,13,Луганська,2010,ендокринологи
87.5,69.75,19.5,Львівська,2010,ендокринологи
32.5,23.25,8.75,Миколаївська,2010,ендокринологи
78,63.5,13.75,Одеська,2010,ендокринологи
53.5,41.25,18.75,Полтавська,2010,ендокринологи
54.25,43,16.5,Рівненська,2010,ендокринологи
44.75,38,20.5,Сумська,2010,ендокринологи
42.75,33,22.75,Тернопільська,2010,ендокринологи
78.25,60.75,12.5,Харківська,2010,ендокринологи
33.75,25,11,Херсонська,2010,ендокринологи
46.5,37.25,22.25,Хмельницька,2010,ендокринологи
44.25,34.25,20,Черкаська,2010,ендокринологи
32.5,24.75,8.5,Чернівецька,2010,ендокринологи
49.5,39,14.75,Чернігівська,2010,ендокринологи
172.5,123.5,0,м.Київ,2010,ендокринологи
14.75,10.75,0,м.Севастополь,2010,ендокринологи
18,13.25,3.5,Автономна pеспубліка Крим,2010,в т.ч. ендокринологи дитячі
10.5,10,4,Вінницька,2010,в т.ч. ендокринологи дитячі
6.5,5.5,0.5,Волинська,2010,в т.ч. ендокринологи дитячі
16,10.5,0.25,Дніпропетровська,2010,в т.ч. ендокринологи дитячі
16.5,14.5,0,Донецька,2010,в т.ч. ендокринологи дитячі
8.75,8.75,2.75,Житомирська,2010,в т.ч. ендокринологи дитячі
6,5.5,0.5,Закарпатська,2010,в т.ч. ендокринологи дитячі
12.25,8.75,0.5,Запорізька,2010,в т.ч. ендокринологи дитячі
9,7.5,1,Івано-Франківська,2010,в т.ч. ендокринологи дитячі
13.5,10,5.5,Київська,2010,в т.ч. ендокринологи дитячі
4.5,3.25,0.5,Кіровоградська,2010,в т.ч. ендокринологи дитячі
8.5,8.25,1,Луганська,2010,в т.ч. ендокринологи дитячі
14,12.25,1,Львівська,2010,в т.ч. ендокринологи дитячі
3.5,2.5,0,Миколаївська,2010,в т.ч. ендокринологи дитячі
10.5,8.75,0,Одеська,2010,в т.ч. ендокринологи дитячі
6.75,4.75,0.75,Полтавська,2010,в т.ч. ендокринологи дитячі
9.25,8.25,3.25,Рівненська,2010,в т.ч. ендокринологи дитячі
7,6.25,1.75,Сумська,2010,в т.ч. ендокринологи дитячі
6.5,5.5,2.5,Тернопільська,2010,в т.ч. ендокринологи дитячі
