nregion_hospital,nrural,ndoctors,region,year,category
1,0,15.75,Одеська,2013,Самостійні стоматологічні полікл.
1,0,35,Полтавська,2013,Самостійні стоматологічні полікл.
4,0,44,Рівненська,2013,Самостійні стоматологічні полікл.
3,0,73.5,Сумська,2013,Самостійні стоматологічні полікл.
3,0,43.25,Тернопільська,2013,Самостійні стоматологічні полікл.
0,0,0,Харківська,2013,Самостійні стоматологічні полікл.
1,0,12.5,Херсонська,2013,Самостійні стоматологічні полікл.
0,0,0,Хмельницька,2013,Самостійні стоматологічні полікл.
0,0,0,Черкаська,2013,Самостійні стоматологічні полікл.
0,0,0,Чернівецька,2013,Самостійні стоматологічні полікл.
0,0,0,Чернігівська,2013,Самостійні стоматологічні полікл.
0,0,0,м.Київ,2013,Самостійні стоматологічні полікл.
0,0,0,м.Севастополь,2013,Самостійні стоматологічні полікл.
6,0,331,Автономна pеспубліка Крим,2013,Станції та від.швид.медич.допомоги
10,0,114,Вінницька,2013,Станції та від.швид.медич.допомоги
37,11,27.5,Волинська,2013,Станції та від.швид.медич.допомоги
0,0,0,Дніпропетровська,2013,Станції та від.швид.медич.допомоги
46,29,15.75,Донецька,2013,Станції та від.швид.медич.допомоги
36,1,29.75,Житомирська,2013,Станції та від.швид.медич.допомоги
13,0,111.25,Закарпатська,2013,Станції та від.швид.медич.допомоги
50,36,33.25,Запорізька,2013,Станції та від.швид.медич.допомоги
29,2,98.75,Івано-Франківська,2013,Станції та від.швид.медич.допомоги
4,1,70.75,Київська,2013,Станції та від.швид.медич.допомоги
43,16,22,Кіровоградська,2013,Станції та від.швид.медич.допомоги
26,15,21.75,Луганська,2013,Станції та від.швид.медич.допомоги
0,0,0,Львівська,2013,Станції та від.швид.медич.допомоги
36,14,25.5,Миколаївська,2013,Станції та від.швид.медич.допомоги
57,24,8.75,Одеська,2013,Станції та від.швид.медич.допомоги
36,8,68.75,Полтавська,2013,Станції та від.швид.медич.допомоги
45,21,121.5,Рівненська,2013,Станції та від.швид.медич.допомоги
18,0,48,Сумська,2013,Станції та від.швид.медич.допомоги
21,0,101,Тернопільська,2013,Станції та від.швид.медич.допомоги
16,0,80,Харківська,2013,Станції та від.швид.медич.допомоги
7,0,22,Херсонська,2013,Станції та від.швид.медич.допомоги
47,15,44,Хмельницька,2013,Станції та від.швид.медич.допомоги
24,3,39.75,Черкаська,2013,Станції та від.швид.медич.допомоги
30,0,57.75,Чернівецька,2013,Станції та від.швид.медич.допомоги
46,8,22,Чернігівська,2013,Станції та від.швид.медич.допомоги
0,0,0,м.Київ,2013,Станції та від.швид.медич.допомоги
0,0,0,м.Севастополь,2013,Станції та від.швид.медич.допомоги
13,0,19.5,Автономна pеспубліка Крим,2013,Станції та відділ.перелив.крові
19,0,14.75,Вінницька,2013,Станції та відділ.перелив.крові
7,0,7.25,Волинська,2013,Станції та відділ.перелив.крові
6,0,5.5,Дніпропетровська,2013,Станції та відділ.перелив.крові
9,0,17.25,Донецька,2013,Станції та відділ.перелив.крові
19,0,8.25,Житомирська,2013,Станції та відділ.перелив.крові
8,0,11.5,Закарпатська,2013,Станції та відділ.перелив.крові
8,0,8.25,Запорізька,2013,Станції та відділ.перелив.крові
10,0,11,Івано-Франківська,2013,Станції та відділ.перелив.крові
7,0,5.5,Київська,2013,Станції та відділ.перелив.крові
21,1,9.25,Кіровоградська,2013,Станції та відділ.перелив.крові
11,0,13.5,Луганська,2013,Станції та відділ.перелив.крові
16,0,6.25,Львівська,2013,Станції та відділ.перелив.крові
19,0,8,Миколаївська,2013,Станції та відділ.перелив.крові
7,0,5,Одеська,2013,Станції та відділ.перелив.крові
18,0,16,Полтавська,2013,Станції та відділ.перелив.крові
11,0,7.25,Рівненська,2013,Станції та відділ.перелив.крові
