total,hospitals,chospitals,maternity_hospitals,clinic,onc_clinic,other,region,year,category
0,0,0,0,0,0,0,Львівська,2010,імунологічні лабораторії
2,1,1,0,0,0,0,Миколаївська,2010,імунологічні лабораторії
5,3,1,0,0,0,0,Одеська,2010,імунологічні лабораторії
2,1,0,1,0,0,0,Полтавська,2010,імунологічні лабораторії
2,1,0,0,1,0,0,Рівненська,2010,імунологічні лабораторії
0,0,0,0,0,0,0,Сумська,2010,імунологічні лабораторії
1,0,1,0,0,0,0,Тернопільська,2010,імунологічні лабораторії
3,2,1,0,0,0,0,Харківська,2010,імунологічні лабораторії
1,0,0,0,1,0,0,Херсонська,2010,імунологічні лабораторії
0,0,0,0,0,0,0,Хмельницька,2010,імунологічні лабораторії
2,1,0,0,1,0,0,Черкаська,2010,імунологічні лабораторії
1,0,0,0,1,0,0,Чернівецька,2010,імунологічні лабораторії
1,0,0,0,0,0,1,Чернігівська,2010,імунологічні лабораторії
6,5,0,0,0,0,1,м.Київ,2010,імунологічні лабораторії
1,1,0,0,0,0,0,м.Севастополь,2010,імунологічні лабораторії
1,0,0,0,0,0,0,Автономна pеспубліка Крим,2010,генетичні лабораторії
1,1,0,0,0,0,0,Вінницька,2010,генетичні лабораторії
1,0,1,0,0,0,0,Волинська,2010,генетичні лабораторії
1,1,0,0,0,0,0,Дніпропетровська,2010,генетичні лабораторії
1,0,0,0,1,0,0,Донецька,2010,генетичні лабораторії
1,0,0,0,0,0,0,Житомирська,2010,генетичні лабораторії
0,0,0,0,0,0,0,Закарпатська,2010,генетичні лабораторії
0,0,0,0,0,0,0,Запорізька,2010,генетичні лабораторії
0,0,0,0,0,0,0,Івано-Франківська,2010,генетичні лабораторії
1,0,0,0,0,0,0,Київська,2010,генетичні лабораторії
0,0,0,0,0,0,0,Кіровоградська,2010,генетичні лабораторії
0,0,0,0,0,0,0,Луганська,2010,генетичні лабораторії
0,0,0,0,0,0,0,Львівська,2010,генетичні лабораторії
0,0,0,0,0,0,0,Миколаївська,2010,генетичні лабораторії
3,1,1,1,0,0,0,Одеська,2010,генетичні лабораторії
1,1,0,0,0,0,0,Полтавська,2010,генетичні лабораторії
1,1,0,0,0,0,0,Рівненська,2010,генетичні лабораторії
1,0,0,0,0,0,0,Сумська,2010,генетичні лабораторії
1,0,1,0,0,0,0,Тернопільська,2010,генетичні лабораторії
1,0,0,0,1,0,0,Харківська,2010,генетичні лабораторії
1,1,0,0,0,0,0,Херсонська,2010,генетичні лабораторії
1,0,0,0,0,0,0,Хмельницька,2010,генетичні лабораторії
2,0,0,0,1,0,0,Черкаська,2010,генетичні лабораторії
0,0,0,0,0,0,0,Чернівецька,2010,генетичні лабораторії
1,0,0,0,0,0,1,Чернігівська,2010,генетичні лабораторії
1,0,1,0,0,0,0,м.Київ,2010,генетичні лабораторії
1,1,0,0,0,0,0,м.Севастополь,2010,генетичні лабораторії
23,20,1,0,0,1,0,Автономна pеспубліка Крим,2010,патологоанатомічні відділення
18,18,0,0,0,0,0,Вінницька,2010,патологоанатомічні відділення
3,2,0,0,0,1,0,Волинська,2010,патологоанатомічні відділення
63,57,0,0,0,1,0,Дніпропетровська,2010,патологоанатомічні відділення
52,50,1,0,0,1,0,Донецька,2010,патологоанатомічні відділення
5,5,0,0,0,0,0,Житомирська,2010,патологоанатомічні відділення
14,12,1,0,0,1,0,Закарпатська,2010,патологоанатомічні відділення
3,3,0,0,0,0,0,Запорізька,2010,патологоанатомічні відділення
15,14,0,0,0,1,0,Івано-Франківська,2010,патологоанатомічні відділення
30,28,0,0,0,1,0,Київська,2010,патологоанатомічні відділення
24,23,0,0,0,1,0,Кіровоградська,2010,патологоанатомічні відділення
35,30,1,0,0,3,0,Луганська,2010,патологоанатомічні відділення
1,1,0,0,0,0,0,Львівська,2010,патологоанатомічні відділення
23,20,1,0,0,1,0,Миколаївська,2010,патологоанатомічні відділення
18,18,0,0,0,0,0,Одеська,2010,патологоанатомічні відділення
20,19,0,0,0,0,0,Полтавська,2010,патологоанатомічні відділення
20,18,0,0,0,2,0,Рівненська,2010,патологоанатомічні відділення
11,10,0,0,0,1,0,Сумська,2010,патологоанатомічні відділення
1,0,0,0,0,0,0,Тернопільська,2010,патологоанатомічні відділення
41,34,2,0,0,1,1,Харківська,2010,патологоанатомічні відділення
26,22,1,0,0,1,1,Херсонська,2010,патологоанатомічні відділення
20,20,0,0,0,0,0,Хмельницька,2010,патологоанатомічні відділення
27,24,0,0,0,1,0,Черкаська,2010,патологоанатомічні відділення
1,0,0,0,0,1,0,Чернівецька,2010,патологоанатомічні відділення
1,1,0,0,0,0,0,Чернігівська,2010,патологоанатомічні відділення
21,19,1,0,0,0,0,м.Київ,2010,патологоанатомічні відділення
3,2,0,0,0,1,0,м.Севастополь,2010,патологоанатомічні відділення
229,55,1,7,125,0,17,Автономна pеспубліка Крим,2010,фізіотерапевтичні відділення (каб.)
266,97,1,3,143,0,10,Вінницька,2010,фізіотерапевтичні відділення (каб.)
144,45,1,1,85,0,5,Волинська,2010,фізіотерапевтичні відділення (каб.)
328,130,1,10,132,2,29,Дніпропетровська,2010,фізіотерапевтичні відділення (каб.)
393,135,1,14,152,0,49,Донецька,2010,фізіотерапевтичні відділення (каб.)
213,59,1,1,140,0,6,Житомирська,2010,фізіотерапевтичні відділення (каб.)
172,53,1,1,107,0,6,Закарпатська,2010,фізіотерапевтичні відділення (каб.)
178,64,1,4,78,0,11,Запорізька,2010,фізіотерапевтичні відділення (каб.)
207,45,1,5,124,0,12,Івано-Франківська,2010,фізіотерапевтичні відділення (каб.)
264,74,2,3,169,0,7,Київська,2010,фізіотерапевтичні відділення (каб.)
150,54,1,2,74,0,9,Кіровоградська,2010,фізіотерапевтичні відділення (каб.)
227,87,1,12,74,0,18,Луганська,2010,фізіотерапевтичні відділення (каб.)
279,88,2,4,151,0,16,Львівська,2010,фізіотерапевтичні відділення (каб.)
118,45,1,2,55,0,6,Миколаївська,2010,фізіотерапевтичні відділення (каб.)
282,93,1,5,142,1,19,Одеська,2010,фізіотерапевтичні відділення (каб.)
247,83,1,2,135,0,14,Полтавська,2010,фізіотерапевтичні відділення (каб.)
167,52,1,1,91,0,13,Рівненська,2010,фізіотерапевтичні відділення (каб.)
146,45,1,2,82,0,8,Сумська,2010,фізіотерапевтичні відділення (каб.)
189,49,1,1,119,0,7,Тернопільська,2010,фізіотерапевтичні відділення (каб.)
276,85,2,5,155,0,9,Харківська,2010,фізіотерапевтичні відділення (каб.)
122,56,1,1,56,0,4,Херсонська,2010,фізіотерапевтичні відділення (каб.)
197,66,1,1,111,0,9,Хмельницька,2010,фізіотерапевтичні відділення (каб.)
193,74,0,2,99,0,11,Черкаська,2010,фізіотерапевтичні відділення (каб.)
162,45,2,1,99,0,6,Чернівецька,2010,фізіотерапевтичні відділення (каб.)
172,68,1,1,83,0,9,Чернігівська,2010,фізіотерапевтичні відділення (каб.)
132,26,1,10,60,0,19,м.Київ,2010,фізіотерапевтичні відділення (каб.)
